Title,Release_Date,Expired_Date,Document_Number,Document_Type,Activity_Code,Clinical_Trials,URL
Improvement of Animal Models for Stem Cell-Based Regenerative Medicine (R24),6/13/2016,9/8/2019,PAR-16-322,PAR,R24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-322.html
"NIDCR Mentored Career Development Award to Promote Diversity in the Dental, Oral and Craniofacial Research Workforce (K01)",6/9/2016,9/8/2019,PAR-16-321,PAR,K01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-321.html
"Factors Underlying Differences in Female and Male Presentation for Dental, Oral, and Craniofacial Diseases and Conditions (R01)",5/27/2016,9/8/2019,PA-16-295,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-295.html
"Factors Underlying Differences in Female and Male Presentation for Dental, Oral, and Craniofacial Diseases and Conditions (R21)",5/27/2016,9/8/2019,PA-16-296,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-296.html
Program to Assess the Rigor and Reproducibility of Exosome-Derived Analytes for Cancer Detection (R21) ,5/23/2016,6/14/2019,PAR-16-277,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-277.html
Program to Assess the Rigor and Reproducibility of Exosome-Derived Analytes for Cancer Detection (R01) ,5/23/2016,6/14/2019,PAR-16-276,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-276.html
Serious Adverse Drug Reaction Research (R01),5/19/2016,9/8/2019,PAR-16-275,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-275.html
Serious Adverse Drug Reaction Research (R21),5/19/2016,9/8/2019,PAR-16-274,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-274.html
NIAID Clinical Trial Planning Grant (R34),5/18/2016,5/14/2019,PAR-16-272,PAR,R34,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-272.html
Limited Competition: Small Grant Program for NIAMS K08 and K23 Recipients (R03),5/18/2016,2/20/2019,PAR-16-268,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-268.html
Sustained Release of Antivirals for Treatment or Prevention of HIV (SRATP) (R01),5/17/2016,1/5/2019,PAR-16-262,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-262.html
Mechanisms of Cancer and Treatment-related Symptoms and Toxicities (R21) ,5/16/2016,9/8/2019,PA-16-258,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-258.html
Mechanisms of Mycobacterial-Induced Immunity in HIV-Infected and Uninfected Individuals to Inform Tuberculosis Vaccine Design (R01),5/11/2016,1/12/2019,PAR-16-254,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-254.html
Cancer-related Behavioral Research through Integrating Existing Data (R21) ,5/11/2016,6/15/2019,PAR-16-255,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-255.html
Cancer-related Behavioral Research through Integrating Existing Data (R01) ,5/11/2016,6/8/2019,PAR-16-256,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-256.html
Gene Fusions in Pediatric Sarcomas (R01),5/10/2016,5/8/2019,PA-16-251,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-251.html
Gene Fusions in Pediatric Sarcomas (R21),5/10/2016,5/8/2019,PA-16-252,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-252.html
Dissemination and Implementation Research in Health (R03),5/10/2016,5/8/2019,PAR-16-237,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-237.html
"Novel Approaches to Understanding, Preventing and Treating Lyme Disease and Tick-borne Coinfections (R21)",5/9/2016,9/8/2019,PA-16-244,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-244.html
"Novel Approaches to Understanding, Preventing and Treating Lyme Disease and Tick-borne Coinfections (R01)",5/9/2016,9/8/2019,PA-16-243,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-243.html
Neural Regulation of Cancer (R21),5/9/2016,6/28/2019,PAR-16-246,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-246.html
Neural Regulation of Cancer (R01),5/9/2016,6/28/2019,PAR-16-245,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-245.html
Mechanisms Mediating Osteoarthritis in Aging (R21),5/9/2016,9/8/2019,PA-16-240,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-240.html
Mechanisms Mediating Osteoarthritis in Aging (R01) ,5/9/2016,9/8/2019,PA-16-239,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-239.html
Non-healing Ulcerative Wounds in Aging (R21),5/6/2016,9/8/2019,PA-16-231,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-231.html
Non-healing Ulcerative Wounds in Aging (R01),5/6/2016,9/8/2019,PA-16-230,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-230.html
Metabolic Reprogramming to Improve Immunotherapy (R01),5/6/2016,9/8/2019,PAR-16-228,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-228.html
Metabolic Reprogramming to Improve Immunotherapy (R21),5/6/2016,9/8/2019,PAR-16-229,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-229.html
The Role of Mobile Genetic Elements in Cancer (R21),5/5/2016,9/8/2019,PAR-16-226,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-226.html
The Role of Mobile Genetic Elements in Cancer (R01),5/5/2016,9/8/2019,PAR-16-227,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-227.html
AHRQ Mentored Research Scientist Research Career Development Award (K01),5/5/2016,11/12/2019,PA-16-223,PA,K01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-223.html
Mechanism for Time-Sensitive Opportunity in Environmental Health Sciences (R21),5/3/2016,6/2/2019,RFA-ES-16-005,RFA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-16-005.html
Preclinical Research on Model Organisms to Predict Treatment Outcomes for Disorders Associated with Intellectual and Developmental Disabilities (R01),4/26/2016,9/8/2019,PAR-16-215,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-215.html
The Use of mRNA for an HIV Envelope Vaccine (R43/R44),4/19/2016,4/6/2019,PA-16-207,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-207.html
The Use of mRNA for an HIV Envelope Vaccine (R41/R42),4/19/2016,4/6/2019,PA-16-208,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-208.html
The National Institute on Aging (NIA) Late Onset of Alzheimer's Disease (LOAD) Family-Based Study (FBS) (U24),4/19/2016,9/8/2019,PAR-16-205,PAR,U24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-205.html
NLM Career Development Award in Biomedical Informatics and Data Science (K01),4/19/2016,5/8/2019,PAR-16-204,PAR,K01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-204.html
Tools for Cell Line Identification (R43/R44) ,4/15/2016,4/6/2019,PA-16-186,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-186.html
Strategies for the Improvement of HIV Envelope Protein Expression and Yield (R41/R42),4/12/2016,4/6/2019,PA-16-182,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-182.html
Strategies for the Improvement of HIV Envelope Protein Expression and Yield (R43/R44),4/12/2016,4/6/2019,PA-16-184,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-184.html
"Development and Commercialization of Technologies to Create, Characterize or Improve Animal Models of Human Disease (R41/R42)",4/11/2016,4/6/2019,PA-16-181,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-181.html
"Development and Commercialization of Technologies to Create, Characterize or Improve Animal Models of Human Disease (R43/R44)",4/11/2016,4/6/2019,PA-16-180,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-180.html
"Short-term Mentored Career Enhancement Award in Dental, Oral and Craniofacial Research for Mid-Career and Senior Investigators (K18)",4/11/2016,5/8/2019,PAR-16-179,PAR,K18,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-179.html
Exploratory Grants in Cancer Epidemiology and Genomics Research (R21) ,4/8/2016,5/8/2019,PA-16-175,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-175.html
Pilot and Feasibility Studies Evaluating the Role of RNA Modifications (the 'epitranscriptome') in Cancer Biology (R21),4/8/2016,7/17/2019,PA-16-177,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-177.html
NEI Research Grant for Vision Related Secondary Data Analysis (R21),4/6/2016,5/8/2019,PAR-16-168,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-168.html
Obesity Policy Evaluation Research (R01),4/4/2016,5/8/2019,PA-16-165,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-165.html
Indo-U.S. Vaccine Action Program (VAP) Small Research Grant Program (R03),4/4/2016,5/8/2019,PA-16-163,PA,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-163.html
Advances in Polycystic Kidney Disease (R01),3/30/2016,5/8/2019,PA-16-159,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-159.html
New Technologies  for the Glycosciences (R43/R44) ,3/30/2016,4/6/2019,PA-16-157,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-157.html
New Technologies for the Glycosciences (R41/R42) ,3/30/2016,4/6/2019,PA-16-158,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-158.html
NIDCR Dual Degree Dentist Scientist Pathway to Independence Award (K99/R00 - Clinical Trial Not Allowed),3/29/2016,5/8/2019,PAR-16-156,PAR,K99/R00,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-156.html
Tailoring Dental Treatment for Individuals with Systemic Diseases that Compromise Oral Health (R21),3/25/2016,5/8/2019,PAR-16-153,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-153.html
Tailoring Dental Treatment for Individuals with Systemic Diseases that Compromise Oral Health (R01),3/25/2016,5/8/2019,PAR-16-154,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-154.html
Archiving and Documenting Child Health and Human Development Data Sets (R03),3/23/2016,5/8/2019,PAR-16-149,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-149.html
Role of Astrocytes and Astrocytic Networks in Drug Abuse (R21),3/22/2016,5/8/2019,PA-16-145,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-145.html
Role of Astrocytes and Astrocytic Networks in Drug Abuse (R01),3/22/2016,5/8/2019,PA-16-144,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-144.html
Development of Animal Models and Related Biological Materials for Research (R21),3/18/2016,5/8/2019,PA-16-141,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-141.html
NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22),3/18/2016,5/8/2019,PAR-16-140,PAR,K22,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-140.html
"State and Territory Cooperative Agreement to Enhance Produce Safety in Preparation of Implementation of FDA's Rule: Standards for the Growing, Harvesting, Packing, & Holding of Produce for Human Consumption  (U18)",3/17/2016,4/4/2019,PAR-16-137,PAR,U18,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-16-137.html
Emerging Questions in Cancer Systems Biology (U01),3/11/2016,11/24/2018,PAR-16-131,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-131.html
Early-Stage Preclinical Validation of Therapeutic Leads for Diseases of Interest to the NIDDK (R01),3/9/2016,5/8/2019,PAR-16-121,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-121.html
Optimization of Monoclonal Antibodies for Eliminating the HIV Reservoir (R01),2/25/2016,1/10/2019,PAR-16-115,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-115.html
Multidisciplinary Research in Vulvodynia (R03),2/17/2016,5/8/2019,PA-16-101,PA,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-101.html
NARMS Cooperative Agreement Program to Enhance and Strengthen Antibiotic Resistance Surveillance in Retail Food Specimens (U01),2/12/2016,5/2/2020,PAR-16-099,PAR,U01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-16-099.html
Cooperative Research Agreements Related to the World Trade Center Health Program (U01),2/12/2016,12/4/2019,PAR-16-098,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-098.html
Accelerating Research on Intervertebral Disc (ARID) (R01),2/11/2016,3/6/2019,PA-16-097,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-097.html
Accelerating Research on Intervertebral Disc (ARID) (R21) ,2/11/2016,3/17/2019,PA-16-096,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-096.html
Improvement of Animal Models for Stem Cell-Based Regenerative Medicine (R21),2/9/2016,5/8/2019,PAR-16-094,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-094.html
Improvement of Animal Models for Stem Cell-Based Regenerative Medicine (R01),2/9/2016,5/8/2019,PAR-16-093,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-093.html
Initiative to Maximize Research Education in Genomics: Courses for Skills Development (R25),1/27/2016,1/26/2019,PAR-16-090,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-090.html
Imaging and Biomarkers for Early Cancer Detection (U01),1/25/2016,12/12/2018,PAR-16-089,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-089.html
"Oocyte Mitochondrial Function in Relation to Fertility, Aging, and Mitochondrial Diseases (R01)",1/25/2016,5/8/2019,PA-16-088,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-088.html
NIA Clinical Research Project Planning Grant Program (R34),1/15/2016,3/17/2019,PAR-16-085,PAR,R34,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-085.html
Education and Health: New Frontiers (R01),1/12/2016,1/8/2019,PAR-16-080,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-080.html
NIDCR Small Research Grants for Data Analysis and Statistical Methodology Applied to Genome-wide Data (R03),1/8/2016,1/8/2019,PAR-16-070,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-070.html
Ancillary Studies to the NIDDK Intestinal Stem Cell Consortium (R01),12/15/2015,1/8/2019,PA-16-062,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-062.html
Small-Cell Lung Cancer (SCLC) Consortium: Therapeutic Development and Mechanisms of Resistance (U01),12/7/2015,11/18/2018,PAR-16-049,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-049.html
Drug Discovery For Nervous System Disorders (R01),11/24/2015,1/8/2019,PAR-16-041,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-041.html
Drug Discovery For Nervous System Disorders (R21),11/24/2015,1/8/2019,PAR-16-042,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-042.html
Advancing Erythroid Cell Biology (R01),11/20/2015,1/8/2019,PA-16-039,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-039.html
NEI Clinical  Study  Planning Grant Program (R34),11/18/2015,1/8/2019,PA-16-038,PA,R34,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-038.html
Stimulating Hematology Investigation: New Endeavors (SHINE) (R01),11/6/2015,1/8/2019,PAS-16-033,PAS,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAS-16-033.html
Novel Approaches to Diagnosing Alzheimer's Disease & Predicting Progression (R01),9/25/2015,1/8/2019,PAR-15-359,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-359.html
Capturing Complexity in the Molecular and Cellular Mechanisms Involved in the Etiology of Alzheimer's Disease (R01),9/25/2015,1/8/2019,PAR-15-358,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-358.html
Understanding Alzheimer's Disease in the Context of the Aging Brain (R01),9/24/2015,1/8/2019,PAR-15-357,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-357.html
Major Opportunities for Research in Epidemiology of Alzheimer's Disease and Cognitive Resilience (R01),9/24/2015,1/8/2019,PAR-15-356,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-356.html
Occupational Safety and Health Training Project Grants (T03),9/21/2015,11/4/2019,PAR-15-352,PAR,T03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-352.html
Emerging Directions for Addressing Health Disparities in Alzheimer's Disease (R03),9/17/2015,1/8/2019,PAR-15-350,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-350.html
Health Disparities and Alzheimer's Disease (R01),9/17/2015,1/8/2019,PAR-15-349,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-349.html
NIDCR Small Research Grants for Oral Health Data Analysis and Statistical Methodology Development (R03),9/9/2015,1/8/2019,PAR-15-344,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-344.html
Sustained Support for Informatics Resources for Cancer Research and Management (U24),8/18/2015,11/21/2018,PAR-15-333,PAR,U24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-333.html
Advanced Development of Informatics Technologies for Cancer Research and Management (U24),8/18/2015,11/21/2018,PAR-15-331,PAR,U24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-331.html
Early-Stage Development of Informatics Technologies for Cancer Research and Management (U01),8/18/2015,11/21/2018,PAR-15-332,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-332.html
Development of Innovative Informatics Methods and Algorithms for Cancer Research and Management (R21),8/18/2015,11/21/2018,PAR-15-334,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-15-334.html
Occupational Safety and Health Education and Research Centers (T42),7/21/2015,10/21/2019,PAR-15-303,PAR,T42,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-15-303.html
Integrated Food Defense & Emergency Response Cooperative Agreement Program IFD&ER (U18),5/4/2015,4/3/2019,RFA-FD-15-022,RFA,U18,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-FD-15-022.html
Enhancing Regulatory Science for the Risk Based Assessment of Emerging Manufacturing Technologies (U01),4/17/2015,5/1/2019,PAR-15-187,PAR,U01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-15-187.html
Understanding and Improving Diagnostic Safety in Ambulatory Care:  Incidence and Contributing Factors (R01),4/8/2015,11/6/2020,PA-15-180,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-15-180.html
Understanding and Improving Diagnostic Safety in Ambulatory Care:  Strategies and Interventions (R18),4/8/2015,9/27/2020,PA-15-179,PA,R18,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-15-179.html
